index,speaker,text,file
23,g,so you just need to run along the bottom of the map until you get to just below the gorillas or the banana tree ,q2ec5
24,f,right er we'll probably have to take it down a wee bit further for for that ,q2ec5
25,g,right okay ,q2ec5
26,f,right nothing else kind of down there ,q2ec5
27,g,right ,q2ec5
28,f,and i want to stop directly below ,q2ec5
29,g,yeah ,q2ec5
30,g,well ,q2ec5
31,g,actually you need to then you need to bend up round the side of the gorillas so you're then going along so you're running parallel with the eh left-hand side of the map ,q2ec5
32,f,mmhmm ,q2ec5
33,f,right that's okay ,q2ec5
34,g,okay ,q2ec5
35,g,so you then go upwards about ,q2ec5
36,g,and then have you got a rope bridge ,q2ec5
37,f,yeah ,q2ec5
38,g,right ,q2ec5
39,g,you need to run up vertically until you become parallel with the rope bridge ,q2ec5
40,f,oh i've taken it over much further than that i'm kind of almost at the edge of the page so ,q2ec5
41,g,ah right ,q2ec5
42,f,is it okay is it safe enough to head diagonally across ,q2ec5
43,g,yeah ,q2ec5
44,g,if you head diagonally across to the beginning of the rope bridge ,q2ec5
45,f,right okay ,q2ec5
46,g,and then you you're walking across the rope bridge so your line will stop and then start coming out at the other side of the rope bridge ,q2ec5
47,f,right fine ,q2ec5
48,g,okay ,q2ec5
49,g,down about an inch so you come you've come off the rope bridge and you drop down about an inch ,q2ec5
50,f,right ,q2ec5
51,f,erm i don't know if i can do that without going in the river actually ,q2ec5
52,g,oh yeah ,q2ec5
53,g,i for-- yeah there's a river isn't there ,q2ec5
54,g,well ,q2ec5
55,g,if you just take it so that you're running alongside the river ,q2ec5
56,f,just right along the edge of the river ,q2ec5
57,g,yeah so you need to run alongside the river for about um three or four inches ,q2ec5
58,f,right okay ,q2ec5
59,g,and then ,q2ec5
60,g,you have got a waterfall on the right-hand side ,q2ec5
61,f,yeah ,q2ec5
62,g,well then um ,q2ec5
63,g,just 'til when you're about ehm level with the b-- with the bottom of the waterfall ,q2ec5
64,f,mmhmm ,q2ec5
65,g,then you go straight upwards alongside the waterfall ,q2ec5
66,f,right ,q2ec5
67,g,have you got some lost steps there ,q2ec5
68,f,erm yes i have ,q2ec5
69,f,but quite a bit above maybe something like five inches or something above ,q2ec5
70,g,oh no th-- ,q2ec5
71,g,these these are in the middle ,q2ec5
72,g,have you got some fallen pillars ,q2ec5
73,f,yes ,q2ec5
74,g,okay ,q2ec5
75,g,well ,q2ec5
76,g,where are you at the moment ,q2ec5
77,f,um d-- just stop beside the waterfall that's right over on the right-hand side ,q2ec5
78,g,yeah ,q2ec5
79,g,right you need to go upwards until you're level with the fallen pillars ,q2ec5
80,f,right okay ,q2ec5
81,g,okay ,q2ec5
82,f,fine ,q2ec5
83,g,and then imagine that you had ,q2ec5
84,g,you see the lost steps at the top ,q2ec5
85,f,yes ,q2ec5
86,g,if you imagine that they were there just where you've stopped ,q2ec5
87,f,mmhmm ,q2ec5
88,g,so you need to loop over the top of them as if you were going over something ,q2ec5
89,g,so you you're going u-- ,q2ec5
90,f,right ,q2ec5
91,f,so which way am i heading then left or right ,q2ec5
92,g,right ,q2ec5
93,g,you're going left towards the fallen pillars ,q2ec5
94,f,right okay ,q2ec5
95,g,okay ,q2ec5
96,g,if you go over the ,q2ec5
97,f,so i'll let out a well i'll allow for being above the fallen pillars yeah ,q2ec5
98,g,uh-huh yeah ,q2ec5
99,g,and then you need to head back down again to go underneath the fallen pillars ,q2ec5
100,f,right okay ,q2ec5
101,f,mmhmm ,q2ec5
102,f,i've got flamingoes down here with a ,q2ec5
103,g,okay ,q2ec5
104,g,yeah ,q2ec5
105,f,quite a small gappy bit ,q2ec5
106,g,right ,q2ec5
107,g,then if you go down and underneath what ,q2ec5
108,g,i w-- i haven't got anything but i think that's where your flamingoes are ,q2ec5
109,f,um well ,q2ec5
110,f,they're just maybe an inch below and an inch to the left of the fallen pillars ,q2ec5
111,g,right okay ,q2ec5
112,g,so if you then go right underneath the flamingoes ,q2ec5
113,f,right okay ,q2ec5
114,g,and and then up right up towards th-- ,q2ec5
115,g,have you got ancient ruins ,q2ec5
116,f,er i've got a ruined city abo-- maybe half the distance to the top from there ,q2ec5
117,g,yeah okay ,q2ec5
118,g,right yeah that's right ,q2ec5
119,g,so you go right up to the ehm ruins ,q2ec5
120,f,uh-huh ,q2ec5
121,f,just keeping on the edge of the page yeah ,q2ec5
122,g,and then you ,q2ec5
123,g,keeping on the edge ,q2ec5
124,g,maybe a bit in towards a bit heading towards the ruins ,q2ec5
125,f,right okay ,q2ec5
126,g,and then have you got some stones at the left-hand s-- on the left-hand side right in the top left-hand corner ,q2ec5
127,f,erm i've no i haven't got anything up there ,q2ec5
128,g,okay ,q2ec5
129,f,i've got a rock fall kind of fairly near to the centre ,q2ec5
130,g,ah right ,q2ec5
131,f,er in between ,q2ec5
132,g,well you you know where the ruins are ,q2ec5
133,f,yeah ,q2ec5
134,g,you've got where are you now ,q2ec5
135,f,i'm just to the to the left-hand side of them ,q2ec5
136,g,right okay ,q2ec5
137,g,now you need to go straight up so that you're now about two inches from the top of the map and about ,q2ec5
138,f,right ,q2ec5
139,f,just just level with the side ,q2ec5
140,g,yes ,q2ec5
141,g,and about three inches from the side ,q2ec5
142,f,right okay ,q2ec5
143,g,okay ,q2ec5
144,f,right up to the top ,q2ec5
145,g,so that no ,q2ec5
146,g,about two inches from the top ,q2ec5
147,f,right okay ,q2ec5
148,g,okay ,q2ec5
149,g,and then ,q2ec5
150,g,that's it and then right have you got a white mountain ,q2ec5
151,f,yeah ,q2ec5
152,g,right ,q2ec5
153,g,you need to just run vertically along and then to get as if you were climbing the mountain and going back down the other side so you go along to the white mountain ,q2ec5
154,f,right okay ,q2ec5
155,g,up ,q2ec5
156,f,up on the left-hand side just go up up the side ,q2ec5
157,g,up th-- up the left yeah ,q2ec5
158,g,up the side of the mountain and then down the other side ,q2ec5
159,f,right okay ,q2ec5
160,g,then ,q2ec5
161,g,have you got a soft furnishings furnishings store ,q2ec5
162,f,no ,q2ec5
163,f,i've got nothing round about there 'part from the lost steps and directly below the mountain i've got gazelles ,q2ec5
164,g,okay ,q2ec5
165,f,or i have the gazelles anyway ,q2ec5
166,g,well ,q2ec5
167,g,you need to then ,q2ec5
168,g,right ,q2ec5
169,g,you're at the bottom of the mountain now ,q2ec5
170,f,erm ,q2ec5
171,f,erm am i going underneath it ,q2ec5
172,g,okay ,q2ec5
173,g,yeah ,q2ec5
174,g,you need to go underneath it but by about an inch underneath ,q2ec5
175,f,loo-- ,q2ec5
176,f,right okay ,q2ec5
177,g,okay ,q2ec5
178,g,and then ,q2ec5
179,g,now now you should be level with the beginning of the mountain so you should be level with the left-hand side of the mountain ,q2ec5
180,f,oh right i see what you mean ,q2ec5
181,g,y-- you're going back on yourself ,q2ec5
182,f,yeah well i've got a rock fall there so i can't ,q2ec5
183,g,right ,q2ec5
184,f,i've got a rock fall just across from that so ,q2ec5
185,g,oh okay ,q2ec5
186,g,um well so you're now you should be underneath the mountain ,q2ec5
187,f,yeah ,q2ec5
188,g,okay ,q2ec5
189,g,now you need to drop straight down towards the gazelles ,q2ec5
190,f,right ,q2ec5
191,f,coming in at the top of them ,q2ec5
192,g,that's right ,q2ec5
193,g,and then go round the bottom of the gazelles ,q2ec5
194,f,on the left-hand side ,q2ec5
195,g,and head off to the right-hand side ,q2ec5
196,g,so you go under the gazelles yeah ,q2ec5
197,f,right ,q2ec5
198,f,i've got a big space here which presumably ,q2ec5
199,g,that's where we're finishing soon here finishing here ,q2ec5
200,f,you've got something in ,q2ec5
201,f,right okay ,q2ec5
202,g,so you're underneath the gazelles ,q2ec5
203,f,right ,q2ec5
204,g,yeah ,q2ec5
205,g,straight off to the right about three inches and then we stop ,q2ec5
206,f,right ,q2ec5
207,g,okay so you're going in the opposite direction to the ancient ruins ,q2ec5
208,f,right ,q2ec5
209,g,yeah ,q2ec5
210,g,okay that's it ,q2ec5
211,f,is that it ,q2ec5
212,f,right fine ,q2ec5
0,g,right ,q2ec4
1,g,at the very top of the page there's a cross ,q2ec4
2,f,yep ,q2ec4
3,g,do you have a diamond mine just below it ,q2ec4
4,f,mmhmm ,q2ec4
5,g,about an inch to your right draw a line straight down ,q2ec4
6,f,right ,q2ec4
7,f,c-- start from the cross yeah ,q2ec4
8,g,'til it's abo-- 'til it's an inch below the diamond mine ,q2ec4
9,g,right ,q2ec4
10,g,do you have a wagon-- ,q2ec4
11,f,it's directly down yeah ,q2ec4
12,g,yeah ,q2ec4
13,g,do you have a a wagon wheel just to the right of the the diamond mine ,q2ec4
14,f,mm no i haven't got any wagon wheel ,q2ec4
15,g,what's the f-- next thing to its right ,q2ec4
16,f,to the right i've got eventually a cactus ,q2ec4
17,g,you don't have a rift valley ,q2ec4
18,f,oh i've got a rift valley above that ,q2ec4
19,g,yeah okay ,q2ec4
20,f,y-- you've got the rift valley right up at the top right-hand side ,q2ec4
21,g,you're drawing your line down ,q2ec4
22,f,mmhmm ,q2ec4
23,g,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page ,q2ec4
24,f,towards the right-hand corner ,q2ec4
25,g,yeah ,q2ec4
26,f,ehm that's going to take me f-- pretty near to the cactus thing so i'm trying to avoid that ,q2ec4
27,g,right ,q2ec4
28,f,hang on hang on right ,q2ec4
29,f,an inch to the right of the diamond mine ,q2ec4
30,g,yeah ,q2ec4
31,f,yeah and then straight down to an inch below it ,q2ec4
32,g,should be now yeah if your line's below the diamond mine you should be okay ,q2ec4
33,f,yeah ,q2ec4
34,g,and then go st-- straight along to my right which is your right as well go straight along to the right ,q2ec4
35,f,okay ,q2ec4
36,f,to right to the edge of the page ,q2ec4
37,g,no ,q2ec4
38,g,to about halfway to page about four inches off before the page ,q2ec4
39,f,er right okay ,q2ec4
40,f,that takes me to ,q2ec4
41,g,then go s-- up to almost the very top of the page ,q2ec4
42,f,okay ,q2ec4
43,g,right ,q2ec4
44,g,and then to your right again ,q2ec4
45,f,okay hang on ,q2ec4
46,g,well but ,q2ec4
47,f,have you got the rift valley there ,q2ec4
48,f,'cause i've got the rift valley right up in that r-- top right-hand corner ,q2ec4
49,g,yeah ,q2ec4
50,g,you're going to actually go through the rift valley ,q2ec4
51,g,like the rift valley's like a half moon ,q2ec4
52,f,yeah ,q2ec4
53,g,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley ,q2ec4
54,f,right ,q2ec4
55,f,go through the centre ,q2ec4
56,f,i'll just take it up and go through the centre yeah ,q2ec4
57,g,yeah ,q2ec4
58,g,"like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean ",q2ec4
59,f,right okay ,q2ec4
60,f,erm i'm not that so i should be below there when i'm taking the line up ,q2ec4
61,g,yeah below ,q2ec4
62,g,and then like into the rift valley ,q2ec4
63,f,okay right ,q2ec4
64,g,and right through ,q2ec4
65,f,i'll have to t-- i'll i'll have to kind of change it slightly 'cause i've taken it on the wrong side of this cactus thing i think i'll just do a slight detour ,q2ec4
66,f,right ,q2ec4
67,f,and just take it straight through towards the top of the page ,q2ec4
68,g,straight through yeah ,q2ec4
69,f,alright there we go ,q2ec4
70,g,and you want to go to the sort of midpoint of the rift valley you want to intersect in the midpoint of the rift valley going down the way ,q2ec4
71,g,do you know what i mean ,q2ec4
72,f,not quite ,q2ec4
73,g,right ,q2ec4
74,g,you've got in you're above the rift valley first of all right ,q2ec4
75,f,was i ,q2ec4
76,g,yeah ,q2ec4
77,g,above the rift valley ,q2ec4
78,g,you go above the rift valley and then you start coming down as in into the rift valley and you intersect like the line of the rift valley in the midpoint ,q2ec4
79,f,right ,q2ec4
80,f,mm that's not where i am now ,q2ec4
81,f,right so where hang on right so ,q2ec4
82,g,"your rift valley is ""u""-shaped yeah ",q2ec4
83,f,yeah ,q2ec4
84,f,in a c-- like as the two ends are pointing up towards top of the page ,q2ec4
85,g,yeah ,q2ec4
86,f,right ,q2ec4
87,f,and i was supposed to start above it there and come down through it ,q2ec4
88,g,yes ,q2ec4
89,f,well ,q2ec4
90,f,i've done it back to front but never mind right ,q2ec4
91,f,eh so i should now be below it ,q2ec4
92,g,yeah ,q2ec4
93,g,through the midpoint ,q2ec4
94,g,below your rift valley about four inches down do you have rocks ,q2ec4
95,f,yeah ,q2ec4
96,g,and do you have a stone creek ,q2ec4
97,f,erm no ,q2ec4
98,f,i've got the rocks i've got like two rocks ,q2ec4
99,g,uh-huh ,q2ec4
100,f,and again a couple of inches below that i've got outlaws' hideout ,q2ec4
101,g,yeah ,q2ec4
102,g,i've got that ,q2ec4
103,f,but i haven't got anything else round about that area ,q2ec4
104,g,you've got nothing to like the left of it ,q2ec4
105,f,er right over i've got rapids about three inches across from the rocks ,q2ec4
106,g,well i've got a stone creek there ,q2ec4
107,g,see in between ,q2ec4
108,g,you want to go from the rift valley right down in between the rocks ,q2ec4
109,f,thr-- through the centre of the two rocks ,q2ec4
110,g,no ,q2ec4
111,g,no not sorry ,q2ec4
112,g,i i i don't mean through the two rocks i mean like to the left of the two rocks about an inch ,q2ec4
113,f,right okay ,q2ec4
114,f,so is it ,q2ec4
115,f,well okay alright i think i've got this ,q2ec4
116,f,the first part of this is a total state ,q2ec4
117,g,do you have white water ,q2ec4
118,f,er well that'll be the rapids ,q2ec4
119,g,yeah that's true ,q2ec4
120,g,and you don't have a stone creek above your white water ,q2ec4
121,f,no i've got ,q2ec4
122,g,or a swamp to its left ,q2ec4
123,f,i've got the swamp ,q2ec4
124,f,and like directly above the rapids i've got a diamond mine ,q2ec4
125,g,to its left ,q2ec4
126,g,well that's a a stone c-- ss ,q2ec4
127,f,but you know right right back at the start ,q2ec4
128,g,oh no aye yeah ,q2ec4
129,g,you don't have like above the the rapids to its s-- slightly to its right you don't have a stone creek ,q2ec4
130,f,nope ,q2ec4
131,g,no well ,q2ec4
132,g,take your line right down to your rapids which is my white water and just like ,q2ec4
133,f,am i going above or below here ,q2ec4
134,f,at the moment i'm at at the moment i'm just slightly to the left of the rocks ,q2ec4
135,g,above ,q2ec4
136,f,so where's where do i go from there ,q2ec4
137,g,right okay ,q2ec4
138,g,right round the white water or right round the rapids ,q2ec4
139,f,taking it round from the top or ,q2ec4
140,g,from the top ,q2ec4
141,g,but stay quite close 'cause you don't otherwise you're going to be in that stone creek ,q2ec4
142,f,right okay ,q2ec4
143,f,right ,q2ec4
144,f,so i'm now at the top left-hand corner of the rapids ,q2ec4
145,g,right okay ,q2ec4
146,g,come down come straight down to below that like j-- a straight line down but take it to at least two inches below your outlaws' hideout not like you mean like s-- straight down but like ,q2ec4
147,f,oh i see what you mean yeah ,q2ec4
148,g,in like length further down from that on the page ,q2ec4
149,f,have you got a manned fort below the rapids ,q2ec4
150,g,no ,q2ec4
151,f,'cause i've got that interrupting er like dir-- almost directly below it slightly to the left i've got a manned fort ,q2ec4
152,g,you got another stone creek ,q2ec4
153,f,eh oh right ,q2ec4
154,g,and stone slabs ,q2ec4
155,f,yeah it's right the way down below the manned fort ,q2ec4
156,f,have you not got anything in between the rapids and the stone creek down at the bottom ,q2ec4
157,g,no ,q2ec4
158,g,well yeah ,q2ec4
159,g,slightly to its right there's some stone slabs ,q2ec4
160,f,yeah no in right in between the two of those i've got a manned fort ,q2ec4
161,g,no ,q2ec4
162,g,how far down's the manned fort ,q2ec4
163,f,er about two inches maybe two and a half ,q2ec4
164,g,take it further down go right under the manned go under your manned fort and between your stone creek ,q2ec4
165,f,the stone creek and the stone slabs ,q2ec4
166,g,no ,q2ec4
167,g,go r-- go down under your manned fort and then ,q2ec4
168,f,which way do you want me to go round the r-- left or the right-hand side of that ,q2ec4
169,g,go round the left-hand side ,q2ec4
170,f,right okay ,q2ec4
171,g,and then ,q2ec4
172,g,when you get to the b-- when you get below it go up towards your ha-- outlaws' hideout and sort of take the line s-- sloping up so it's like going straight up towards the outlaws' hideout or it's going close to the hideout it's like you're so you're going to the other side of the page ,q2ec4
173,f,right so ,q2ec4
174,f,it's a diagonal across the page towards that ,q2ec4
175,g,yeah ,q2ec4
176,f,that sounds a bit drastic ,q2ec4
177,f,right ,q2ec4
178,g,right below your outlaws' hideout a good bit below do you have a noose ,q2ec4
179,f,yeah ,q2ec4
180,f,have you got a gold mine there as well just ,q2ec4
181,g,no ,q2ec4
182,f,just to below and to the right of the outlaws' hideout i've got a gold mine ,q2ec4
183,g,no i've got nothing ,q2ec4
184,f,i'm going to be quite wealthy i've got all the mines ,q2ec4
185,g,do you have a swan pond ,q2ec4
186,f,erm no ,q2ec4
187,g,no ,q2ec4
188,g,do you have a saloon bar ,q2ec4
189,f,er i've got a saloon bar right down on the left-hand side ,q2ec4
190,g,head for that and we'll be okay ,q2ec4
191,g,no ehm see the outlaws' hideout ,q2ec4
192,f,short cut ,q2ec4
193,f,yeah ,q2ec4
194,g,you're right up beside that ,q2ec4
195,f,mmhmm i'm ,q2ec4
196,f,ju-- well i've got it at the moment i'm slightly below it but ,q2ec4
197,g,you've got a gold mine a gold mine you got a gold mine below that ,q2ec4
198,f,yeah ,q2ec4
199,g,far below it ,q2ec4
200,f,erm ,q2ec4
